POSIÇÃO 	 CÓDIGO 	KVA	LP	SERIAL	FABRICANTE	ANO DE FABRICAÇÃO 	ENRROLAMENTO	INSPEÇÃO 
P2-A	397969	100	0	12620	ASEA	fev/88	COBRE	
P2-A	397143	45	0	5314	DELB	jan/98	COBRE	PCB
P2-A	397980	10	0	155844	TRAFO	out/87	COBRE	
P2-A	397973	75	103109	280169	ABB	nov/08	COBRE	TRIF
P2-A	397973	75	104866	271356	ABB	fev/08		
P2-A	397976	75AP	105491	62611	ROMAGNOLE	jan/08		
P2-A	397969	100	110430	705793	ROMAGNOLE	abr/10	ALUMINIO	
P2-A	397969	100	112871	737447	ROMAGNOLE	fev/10	ALUMINIO	
P2-A	397974	112,5	117171	750432	ROMAGNOLE 	mai/10	COBRE	
P2-A	397978	5	119837	767969	ROMAGNOLE	nov/10	ALUMINIO	
P2-A	397974	112,5	125156	793575	ROMAGNOLE 	jun/11	COBRE	
P2-A	397974	112,5	128081	A12805785	WEG	fev/12	ALUMINIO	
P2-A	397147	50	157309	1038794	ROMAGNOLE	jul/16	ALUMINIO	S/NÚCLEO
P2-A	397970	15	158597	1068001	ROMAGNOLE	dez/16	ALUMINIO	
P2-A	397973	75	161548	1117959	ROMAGNOLE	jan/18	ALUMINIO	
P2-A	397976	75AP	162485	1125068	ROMAGNOLE	fev/18	ALUMINIO	REP-DEZ-22
P2-A	397970	15	162855	1132236	ROMAGNOLE	mar/18	ALUMINIO	
P2-A	397978	5	165031	1176362	ITB	out/18	ALUMINIO	MONOFÁSICO
P2-A	397973	75	166040	1174795	ROMAGNOLE	mai/19	ALUMINIO	TRIF
P2-A	397971	30	168866	1220388	ROMAGNOLE	jan/20	ALUMINIO	
P2-A	397978	5	169541	1284899	ITB	abr/20		
P2-A	397976	75AP	169955	1240645	ROMAGNOLE	jul/20	ALUMINIO	TRIF/AP
P2-A	397973	75	170316	1245221	ROMAGNOLE	jun/20	ALUMINIO	TRIF
P2-A	393976	75AP	170317	1245222	ROMAGNOLE	jun/20	ALUMINIO	REP-MAR24
P2-A	397982	15	170843	1318786	ITB	ago/22		
P2-A	397976	75AP	170936	1262919	ROMAGNOLE	set/20	ALUMINIO	
P2-A	397973	75	170966	1257783	ROMAGNOLE	dez/20		REP-DEZ-22
P2-A	397973	75	171762	1331592	ITB	dez/20	ALUMINIO	
P2-A	397976	75AP	171780	1333949	ITB	dez/20	ALUMINIO	REP-OUT-22
P2-A	397972	45	172272	1339181	ITB	jan/21	ALUMINIO	TRIF
P2-A	397973	75	173488	1284741	ROMAGNOLE 	mar/21	ALUMINIO	REP-JUN-24
P2-A	397972	45	174316	1380518	ITB	ago/21	ALUMINIO	TRIF
P2-A	397973	75	174338	ILEGIVEL	ITB	ago/21	ALUMINIO	
P2-A	397982	15	174407	1381058	ITB	ago/21	ALUMINIO	MONOFÁSICO
P2-A	397973	75	175719	1388169	ITB	out/21	ALUMINIO	TRIF
P2-A	397973	75	175966	1320246	ROMAGNOLE	ago/21	ALUMINIO	TRIF
P2-A	397972	45	176392	1345367	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397972	45	176401	1345376	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397972	45	176405	1345380	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397972	45	176409	1345231	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397972	45	176410	1345232	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397972	45	176412	1345234	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397972	45	176417	1345239	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397972	45	176428	1345250	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397972	45	176452	1345274	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397972	45	176453	1345275	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397972	45	176455	1345277	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397973	75	176456	1345281	ROMAGNOLE	jan/22	ALUMINIO	
P2-A	397973	75	176472	1345297	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397973	75	176872	1349336	ROMAGNOLE	fev/22		
P2-A	397972	45	177115	1353075	ROMAGNOLE	mar/22	ALUMINIO	
P2-A	397972	45	177134	1352853	ROMAGNOLE	mar/22	ALUMINIO	TRIF
P2-A	397973	75	177913	1378655	ROMAGNOLE	jul/22	ALUMINIO	TRIF
P2-A	397973	75	178648	1385043	ROMAGNOLE	ago/22	ALUMINIO	
P2-A	397976	75AP	179115	1477202	ITB	out/22	ALUMINIO	TRIF/AP
P2-A	397972	45	179961	141614	ROMAGNOLE	nov/22	ALUMINIO	
P2-A	397972	45	180132	1401910	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397973	75	180180	1401761	ROMAGNOLE	nov/22		
P2-A	397973	75	180187	1401768	ROMAGNOLE	nov/22	ALUMINIO	TRIF
P2-A	397973	75	180252	1401833	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-A	397976	75AP	180577	1488723	ITB	nov/22	ALUMINIO	REP-SET-24
P2-A	397982	15	180966	1492292	ITB	dez/22	ALUMINIO	MONOFÁSICO
P2-A	397001	150	181841	1136011	ITB	jan/24	ALUMINIO	TRIF
P2-A	397974	112,5	181914	1580571	ITB	jan/24	ALUMINIO	TRIF
P2-A	397001	150	182712	156216	ROMAGNOLE	jan/24	ALUMINIO	TRIF
P2-A	397977	112,5AP	182882	1588094	ITB	fev/24	ALUMINIO	REPARADO
P2-B	397974	112,5	0	183940	LINE	jan/69	COBRE	TRIF
P2-B	397980	10	0	53633	ASEA	fev/74	COBRE	
P2-B	397982	15	0	8536998	UNIÃO	fev/87	COBRE	
P2-B	334975	45AP	0	117512	WEG	jan/97	COBRE	TRIF/AP
P2-B	397977	112,5	0	136985	MEGA	mar/98	COBRE	
P2-B	397974	112,5	101695	441952	ITB	jan/03	COBRE	PCB
P2-B	397001	150	103666	268820	ABB	nov/07	COBRE	
P2-B	397974	112,5	109487	284980	ABB	fev/09	COBRE	
P2-B	397001	150	109570	285063	ABB	jan/10	COBRE	
P2-B	397141	15	115408	762413	ROMAGNOLE	jul/10		
P2-B	394023	75	131283	769649	ITB	jan/12		
P2-B	397001	150	161403	1113194	ROMAGNOLE 	out/17	ALUMINIO	REP-DEZ-24
P2-B	397001	150	167016	1180533	ROMAGNOLE 	mai/19	ALUMINIO	REP-MAI-24
P2-B	397972	45	167457	1184673	ROMAGNOLE	fev/19	ALUMINIO	TRIF
P2-B	397970	15	169262	1225609	ROMAGNOLE	mar/20	ALUMINIO	TRIF
P2-B	397974	112,5	170187	1245015	ROMAGNOLE	jul/20	ALUMINIO	TRIF
P2-B	397974	112,5	170209	1245037	ROMAGNOLE	jul/20	ALUMINIO	TRIF
P2-B	397976	75AP	170306	1245062	ROMAGNOLE	jun/20	ALUMINIO	REP-FEV24
P2-B	397982	15	172954	1347244	ITB	fev/21	ALUMINIO	MONOFÁSICO
P2-B	397972	45	174162	1304797	ROMAGNOLE	jan/21	ALUMINIO	TRIF
P2-B	397972	45	175261	1380920	ITB	ago/21	ALUMINIO	TRIF
P2-B	397973	75	175583	1320230	ROMAGNOLE	ago/21		
P2-B	397972	45	177173	1352892	ROMAGNOLE	mar/22	ALUMINIO	TRIF
P2-B	397142	30	179635	1401606	ROMAGNOLE	set/22	ALUMINIO	
P2-B	397972	45	179847	1401468	ROMAGNOLE	set/22	ALUMINIO	
P2-B	397972	45	180057	1401710	ROMAGNOLE	nov/22	ALUMINIO	TRIF
P2-B	397982	15	180774	1490476	ITB	fev/22	ALUMINIO	MONOFÁSICO
P2-B	397147	50	182136	1481182	ROMAGNOLE	nov/23		
P2-B	397973	75	182824	1574030	ITB	dez/23	ALUMINIO	
P2-C	397973	75	0	15480	TRAFO	nov/04	COBRE	
P2-C	397974	112,5	100924	4000301	ITB	abr/08		
P2-C	397974	112,5	115166	303371	ABB	mar/10	ALUMINIO	TRIF
P2-C	397980	10	126176	799085	ROMAGNOLE	jul/11		
P2-C	397972	45	140151	12929	INDUSELET	fev/14	COBRE	
P2-C	397001	150	155609	1005029	ROMAGNOLE	ago/15	ALUMINIO	TRIF
P2-C	397972	45	158922	1001563	ITB	jan/17	ALUMINIO	TRIF
P2-C	397141	15	165958	1174713	ROMAGNOLE	mar/19	ALUMINIO	
P2-C	397973	75	166045	1174800	ROMAGNOLE	mar/19	ALUMINIO	
P2-C	397141	15	167762	1198121	ROMAGNOLE	fev/19	ALUMINIO	
P2-C	397022	45	167851	1199215	ROMAGNOLE	set/19	ALUMINIO	
P2-C	397972	45	168465	1217236	ROMAGNOLE	jan/20	ALUMINIO	TRIF
P2-C	397974	112,5	168581	1217412	ROMAGNOLE	jan/20	ALUMINIO	REP-JAN-20
P2-C	397022	45AP	171508	1269759	ROMAGNOLE	dez/20	ALUMINIO	
P2-C	397973	75	172883	1346209	ITB	fev/21	ALUMINIO	
P2-C	397972	45	176167	1418858	ITB	fev/22		
P2-C	397972	45	176444	1341266	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-C	397972	45	176753	1349428	ROMAGNOLE	jan/22	ALUMINIO	TRIF
P2-C	397972	45	177594	1363381	ROMAGNOLE	mai/22	ALUMINIO	TRIF
P2-C	397973	75	177923	1378665	ROMAGNOLE	jul/22	ALUMINIO	TRIF
P2-C	397972	45	179884	1401505	ROMAGNOLE	set/22		
P2-C	397001	150	182679	1506183	ROMAGNOLE	nov/24		
P2-C	397973	75	183722	1537493	ROMAGNOLE	abr/24	ALUMINIO	
P2-C	397001	150	184123	1541022	ABB	jun/24		
P2-D	397973	75	0	73533	SIEMENS	fev/88	COBRE	
P2-D	397980	10	0	36423	ITB	set/90	COBRE	MONOFÁSICO
P2-D	397970	15	0	770363	ROMAGNOLE	out/10	COBRE	TRIF
P2-D	397974	112,5	0	55889	COMTRAFO	jan/13	COBRE	TRIF
P2-D	397974	112,5	100717	380537	ITB	fev/98		
P2-D	397974	112,5	104161	269832	ABB	dez/07	COBRE	
P2-D	397971	30	105387	621507	ROMAGNOLE	jan/06	COBRE	TRIF
P2-D	397001	150	105640	271800	ABB	jan/08		
P2-D	397143	45	107293	192655	TRAFO	fev/78	COBRE	
P2-D	397971	30	108233	687909	ROMAGNOLE	jan/09		
P2-D	397141	15	108312	688692	ROMAGNOLE	jan/09	COBRE	
P2-D	397967	100	111359	42710	TRAFO	mai/04		
P2-D	397974	112,5	119631	767743	ROMAGNOLE	nov/10		
P2-D	397970	15	150946	981636	ROMAGNOLE	set/15		
P2-D	397977	112,5AP	151178	987663	ROMAGNOLE 	abr/15	ALUMINIO	REP-MAI-24
P2-D	397143	45	158497	1065719	ROMAGNOLE	out/16		
P2-D	397973	75	161522	1117933	ROMAGNOLE 	jan/18	ALUMINIO	REP-ABR-24
P2-D	397972	45	162900	113281	ROMAGNOLE	mar/18	ALUMINIO	TRIF
P2-D	397142	30	163560	788420	ROMAGNOLE	set/16		
P2-D	397142	30	164314	1139503	ROMAGNOLE	mai/16		
P2-D	397972	45	166006	1174738	ROMAGNOLE	mar/19	ALUMINIO	TRIF
P2-D	397001	150	166561	1177060	ROMAGNOLE 	abr/19	ALUMINIO	REP-MAI-24
P2-D	397974	112,5	168599	1217430	ROMAGNOLE	jan/20		REP-ABR-23
P2-D	397972	45	170105	1245110	ROMAGNOLE	jul/20	ALUMINIO	TRIF
P2-D	397022	45AP	171440	126658	ROMAGNOLE	jan/21	ALUMINIO	BLINDADO
P2-D	397022	45AP	171454	1266601	ROMAGNOLE	jan/21	ALUMINIO	BLINDADO
P2-D	397974	112,5	172474	1276205	ROMAGNOLE	dez/20	ALUMINIO	REP-ABR-24
P2-D	397972	45	177149	1252868	ROMAGNOLE	mar/22		
P2-D	397978	5	177384	1439155	ITB	mai/22		
P2-D	397972	45	180090	1401868	ROMAGNOLE	nov/22		
P2-D	397972	45	180092	1401870	ROMAGNOLE	nov/22	ALUMINIO	TRIF
P2-D	397973	75	180248	140129	ROMAGNOLE	nov/22	ALUMINIO	
P2-D	397972	45	181658	1476210	ROMAGNOLE	set/23	ALUMINIO	
P3	397146	25	0	0920-8	GENERAL	fev/88	cOBRE	
P3	397147	50	0	77144	GENERAL	fev/97	COBRE	
P3	397974	112,5	0	35855	COMTRAFO	abr/07	COBRE	TRIF
P3	313969	100	102396	585313	ROMAGNOLE	abr/07		
P3	397974	112,5	102809	265140	ABB	jun/07		
P3	397001	150	103082	265544	ABB	jul/07	COBRE	
P3	397147	50	104370	616999	ROMAGNOLE	jan/08		
P3	397977	112,5AP	105698	652213	ROMAGNOLE	ago/08		
P3	397974	112,5	106168	634651	ROMAGNOLE	mar/08		
P3	397974	112,5	106212	634695	ROMAGNOLE	fev/08		
P3	397974	112,5	106623	275448	ABB	jun/08		
P3	397141	15	106969	657322	ROMAGNOLE	ago/08		
P3	397973	75	107394	665701	ROMAGNOLE	set/08		
P3	397973	75	107923	282643	ABB	dez/08		
P3	397974	112,5	107949	282669	ABB	dez/08		
P3	397974	112,5	107951	282671	ABB	dez/08		
P3	397141	15	108058	683809	ROMAGNOLE	jan/09	COBRE	
P3	397976	75AP	108682	690357	RELUZ	fev/09		
P3	397974	112,5	109162	284214	ABB	fev/09	COBRE	
P3	397974	112,5	109414	284907	ABB	fev/09		
P3	397141	15	111266	714341	ROMAGNOLE	jul/09		
P3	397974	112,5	112446	735109	ROMAGNOLE	jan/10		
P3	397001	150	112705	737943	ROMAGNOLE	jan/10		
P3	397969	100	112879	739574	ROMAGNOLE	fev/10		
P3	397974	112,5	113038	62823	ROMAGNOLE	jan/10		
P3	397974	112,5AP	114785	755834	ROMAGNOLE	fev/10		
P3	397001	150	116360	748393	ROMAGNOLE	abr/10		
P3	397977	112,5AP	118082	755965	ROMAGNOLE	jul/10		
P3	397143	45	119318	769131	ROMAGNOLE	out/10	ALUMINIO	
P3	397972	45	119425	768161	ROMAGNOLE	out/10		
P3	397001	150	126288	799341	ROMAGNOLE	jul/11		
P3	397023	75	136667	848979	ROMAGNOLE	nov/12		
P3	397001	150	139913	871500	ROMAGNOLE	abr/13		REP-DEZ-18
P3	397001	150	148289	954251	ROMAGNOLE	nov/14		
P3	397973	75	153144	1001861	ROMAGNOLE	ago/15	ALUMINIO	TRIF
P3	397974	112,5	154184	978066	ITB	nov/15		
P3	397024	112,5	154981	1002950	ROMAGNOLE	jul/15		
P3	397001	150	155635	1005459	ITB	abr/16		FURADO
P3	397134	300	157942	1048654	ROMAGNOLE	ago/16	ALUMINIO	TRIF
P3	397974	112,5	159679	1084640	MEDRAL 	abr/15	ALUMINIO	REP-ABR-19
P3	397977	112,5AP	160209	1088760	ROMAGNOLE	fev/17	ALUMINIO	REPARADO
P3	397974	112,5	160779	1102133	RHEDE 	jun/17	ALUMINIO	RET-SEM-REP
P3	397973	75	160846	1104779	ROMAGNOLE	jul/17	ALUMINIO	TRIF
P3	397973	75	161512	1117923	ROMAGNOLE	jan/18	ALUMINIO	TRIF
P3	397141	15	162248	1124811	ROMAGNOLE	fev/18	ALUMINIO	
P3	397977	112,5AP	166955	1180567	ROMAGNOLE	mai/19	ALUMINIO	TRIF/AP
P3	397972	45	167463	1184679	ROMAGNOLE	mai/19	ALUMINIO	
P3	397970	15	168164	1206763	ROMAGNOLE	nov/19	ALUMINIO	TRIF
P3	397973	75	168502	1217288	ROMAGNOLE	dez/19	ALUMINIO	TRIF
P3	397971	30	168872	1220394	ROMAGNOLE	jan/20	ALUMINIO	TRIF
P3	397973	75	169328	1225749	ROMAGNOLE	mar/20	ALUMINIO	TRIF
P3	397973	75	169805	123574	ROMAGNOLE	fev/19		REP-JUN-23
P3	397976	75AP	169862	1235404	ROMAGNOLE	jun/20	ALUMINIO	TRIF/AP
P3	397972	45	170095	1244869	ROMAGNOLE	jul/20		
P3	397001	150	170405	1244992	ROMAGNOLE	jun/20	ALUMINIO	TRIF
P3	397147	50	171414	1265949	ROMAGNOLE	out/20	ALUMINIO	
P3	397972	45	171451	1266598	ROMAGNOLE	jan/21	ALUMINIO	TRIF/AP
P3	397982	15	172312	1343891	ITB	fev/21		
P3	397972	45	172400	127306	ROMAGNOLE	dez/20	ALUMINIO	TRIF/AP
P3	397973	75	172424	1276255	ROMAGNOLE	dez/20	ALUMINIO	TRIF/AP
P3	397147	50	172545	1276347	ROMAGNOLE	jan/21	ALUMINIO	TRIF/AP
P3	397973	75	173493	1248746	ROMAGNOLE	mar/21		
P3	397033	225	173593	1058183564	WEG	abr/21	ALUMINIO	
P3	397972	45	173838	1297864	ROMAGNOLE	mai/21	ALUMINIO	TRIF/AP
P3	397974	112,5	174234	1304956	ROMAGNOLE	jul/21	ALUMINIO	TRIF
P3	397033	225	174489	1060560713	WEG	ago/21	ALUMINIO	TRIF
P3	397972	45	175357	1381826	ITB	set/21		
P3	397970	15	175976	1342820	ROMAGNOLE	dez/21	ALUMINIO	TRIF
P3	397973	75	176193	1418884	ITB	fev/22		
P3	397972	45	176425	1345247	ROMAGNOLE	jan/22		
P3	397971	30	176606	1433751	ITB	abr/22	ALUMINIO	
P3	397972	45	176765	1349440	ROMAGNOLE	fev/22	ALUMINIO	TRIF
P3	397972	45	177140	1352859	ROMAGNOLE	mar/22		
P3	397972	45	177184	1572903	ROMAGNOLE	mar/22	ALUMINIO	TRIF
P3	397973	75	177350	1352844	ROMAGNOLE	mai/22	ALUMINIO	TRIF
P3	397978	5	177480	1447319	ITB	jun/22	ALUMINIO	MONOFÁSICO
P3	397145	112,5	177540	1363469	ROMAGNOLE	mai/22	ALUMINIO	TRIF
P3	397973	75	177920	1378662	ROMAGNOLE 	jul/22	ALUMINIO	REPARADO
P3	397973	75	178414	1385233	ROMAGNOLE	ago/22	ALUMINIO	TRIF
P3	397973	75	178500	138495	ROMAGNOLE	ago/22	ALUMINIO	TRIF
P3	397977	112,5AP	178938	1467587	ITB	set/22	ALUMINIO	TRIF/AP
P3	397972	45	179749	1401370	ROMAGNOLE	set/22	ALUMINIO	TRIF
P3	397972	45	179911	1401532	ROMAGNOLE	set/22		
P3	397972	45	180146	1401924	ROMAGNOLE	fev/22		
P3	397973	75	180225	1401806	ROMAGNOLE	nov/22	ALUMINIO	TRIF
P3	397973	75	180226	140187	ROMAGNOLE 	nov/22	ALUMINIO	REPARADO
P3	397976	75AP	180391	1486225	ITB	fev/20	ALUMINIO	
P3	397976	75AP	180569	1486240	ITB	nov/22	ALUMINIO	TRIF/AP
P3	397982	15	180782	1492269	ITB	dez/22		
P3	397974	112,5	180877	1485999	ITB	nov/22	ALUMINIO	TRIF
P3	397973	75	181339	1471800	ROMAGNOLE	ago/23	ALUMINIO	
P3	397974	112,5	181559	1552883	ITB	ago/23	ALUMINIO	TRIF
P3	397973	75	182328	1481791	ROMAGNOLE	nov/23	ALUMINIO	TRIF
P3	397001	150	182501	1580414	ITB	jan/24		
P3	397001	150	183219	1589363	ITB	mar/24		
P3	397977	112,5AP	183408	1589623	ITB	mar/24		FURADO
P3	397001	150	183520	1537660	ROMAGNOLE	abr/24		
P3	397973	75	183778	1537549	ROMAGNOLE	jun/24		
P3	397001	150	183971	1600252	ITB	abr/24	ALUMINIO	
P3	397001	150	184297	1605777	ITB	jun/24		
P3-B	397977	112,5AP	162530	1125043	ROMAGNOLE 	fev/19	ALUMINIO	REP-JUN-24
DT	397976	75	0	KA2065A291A	TRAFO	mar/99		
DT	397974	112,5	0	705145	COENSA	jan/75		
DT	397974	112,5	0	5034		fev/88		
DT	397977	112,5	0	128497	WEG	mai/98		
DT	397974	112,5	2554	17053	GORDON	fev/71	COBRE	
DT	397973	75	2608	7523	ASEA	fev/98	COBRE	TRIF
DT	397973	75	7717	3770	ASEA	fev/88	COBRE	
DT	397972	45	8223	4743	ASEA	nov/91	COBRE	
DT	397972	45	8287	5020	ASEA	fev/97	COBRE	S/NÚCLEO
DT	397973	75	8487	B54444	G,E	fev/80	COBRE	PCB
DT	397972	45	8834	7450	ASEA	fev/70	COBRE	TRIF
DT	397973	75	9136	110069	LINE	fev/70	COBRE	PCB
DT	397974	112,5	9259	59814	GENERAL 	fev/70	COBRE	TRIF
DT	313974	112,5	9441	59747	GENERAL	fev/88	COBRE	
DT	397974	112,5	9543	59832	GENERAL	fev/88	COBRE	
DT	313144	75	10195	120927	LINE	fev/88	COBRE	
DT	397145	112,5	10465	66266	GENERAL	fev/88	COBRE	
DT	397972	45	10655	11791N10	ALTM	mai/01	COBRE	
DT	397969	100	11550	25305	COEMSA	fev/72	COBRE	
DT	397974	112,5	12416	48123	SIEMENS	fev/70	COBRE	TRIF
DT	314005	3000	12469	5484	BROWNBOVERI	fev/70	COBRE	TRIF 3,0MVA
DT	395038	3000	12470	5485	ABB	fev/97	COBRE	
DT	397145	112,5	12693	71180	GENERAL	fev/78		
DT	397974	112,5	12930	71203	GENERAL	fev/88	COBRE	
DT	397144	75	12975	13088	ITEL	fev/66		
DT	397973	75	13321	25572	COEMSA	fev/65	COBRE	
DT	397973	75	13376	26099	ALTM	fev/65	COBRE	
DT	397972	45	13505	74115	GENERAL	jan/95	COBRE	PCB
DT	397974	112,5	14163	27639	TRAFO	fev/88	COBRE	
DT	397973	75	14294	671017	AeG	ago/72	COBRE	
DT	397973	75	14463	32438	COEMSA	jan/70	COBRE	
DT	397972	45	14548	129313	INDUSELET	fev/95	COBRE	TRIF
DT	397143	45	14677	660752	AEG	fev/88	COBRE	TRIF/AP
DT	397972	45	14678	660753	AeG	set/88	COBRE	
DT	397143	45	14782	27141	COEMSA	fev/79	COBRE	PCB
DT	397144	75	15285	26939	COEMSA	jan/68		
DT	397972	45	15678	29034	COENSA	mai/05		
DT	397974	112,5	15810	29105	COEMSA	fev/68	COBRE	
DT	397969	100	15835	28981	COEMSA	fev/60	COBRE	
DT	397969	100	16579	31290	COENSA	mar/69		
DT	397969	100	16580	31295	COENSA	mar/69		
DT	397973	75	17176	31790	COEMSA	fev/69	COBRE	TRIF
DT	397972	45	17190	31695	COENSA	mai/05		
DT	397973	75	17212	31798	ALTM	fev/69	COBRE	PCB
DT	397142	30	17937	32252	COEMSA	fev/70	COBRE	
DT	397142	30	18140	32879	COEMSA	fev/70	COBRE	
DT	397142	30	18425	33009	COEMSA	jan/70	COBRE	S/NÚCLEO
DT	397973	75	18444	32519	COEMSA	jan/70	COBRE	TRIF
DT	397972	45	18484	33097	COEMSA	mai/05	COBRE	
DT	397969	100	18941	33498	COEMSA	fev/70	COBRE	MONOFÁSICO
DT	397969	100	18942	33503	COEMSA	fev/70	COBRE	MONOFÁSICO
DT	397969	100	18943	33504	COEMSA	fev/70	COBRE	MONOFÁSICO
DT	397968	75	19074	33639	COEMSA	fev/70	COBRE	
DT	397968	75	19075	33640	COEMSA	jul/70	COBRE	
DT	397142	30	19139	34707	COENSA	fev/70		
DT	397972	45	19442	16579	TOSHIBA	dez/87	COBRE	TRIF
DT	397969	100	19446	34727	COEMSA	fev/70	COBRE	
DT	397969	100	19447	34729	COEMSA	fev/87	COBRE	
DT	397968	75	19871	35117	COEMSA	fev/95	COBRE	MONOFÁSICO
DT	397968	75	19872	35119	COEMSA	fev/95	COBRE	MONOFÁSICO
DT	397974	112,5	20147	58461	SIEMENS	out/90	COBRE	
DT	397971	30	20206	36593	COEMSA	fev/70	COBRE	TRIF
DT	397971	30	20299	36610	COEMSA	fev/70	COBRE	TRIF
DT	397973	75	20545	36785	COEMSA	mai/70	COBRE	
DT	397969	100	20567	36816	COEMSA	jan/70	COBRE	MONOFÁSICO
DT	397969	100	20568	36817	COEMSA	jan/70	COBRE	MONOFÁSICO
DT	397969	100	20569	36818	COEMSA	jan/70	COBRE	MONOFÁSICO
DT	397968	75	20805	36448	COEMSA	jan/71	COBRE	MONOFÁSICO
DT	397968	75	20935	36459	COEMSA	jan/71	COBRE	MONOFÁSICO
DT	397968	75	20936	36466	COEMSA	fev/71	COBRE	MONOFÁSICO
DT	397971	30	21148	19784	TOSHIBA	fev/70	COBRE	TRIF
DT	397971	30	21222	36233	COEMSA	jan/71	COBRE	TRIF
DT	397972	45	21242	31651	COEMSA	fev/69	COBRE	
DT	397971	30	21340	113035	WEG	fev/71	COBRE	
DT	397971	30	21521	37596	COEMSA	jan/71	COBRE	
DT	397971	30	21605	37604	COEMSA	mai/71	COBRE	PCB
DT	397968	75	21721	37461	COEMSA	fev/71	COBRE	
DT	397142	30	21743	37642	COEMSA	fev/71	COBRE	
DT	397971	30	21850	116487	AEG	jan/71	COBRE	SUCATA
DT	397972	45	21994	116451	AEG	nov/71		
DT	397972	45	22293	63447	SIEMENS	fev/88		
DT	397972	45	22368	138521	LINE	fev/97	COBRE	TRIF
DT	397973	75	22377	13648	INDUSELET	fev/70	COBRE	TRIF
DT	397973	75	22456	65299	SIEMENS	fev/96	COBRE	
DT	397968	75	22527	37947	COEMSA	fev/71	COBRE	MONOFÁSICO
DT	397969	100	22783	66400	SIEMENS	fev/70	COBRE	MONOFÁSICO
DT	397971	30	23003	18920	ASEA	fev/70	COBRE	TRIF
DT	397974	112,5	23415	39158	COEMSA	jan/72	COBRE	TRIF
DT	397974	112,5	23432	39091		set/90	COBRE	PCB
DT	397974	112,5	23452	39141	COEMSA	fev/97	COBRE	TRIF
DT	397973	75	23766	66384	SIEMENS	mai/98	COBRE	TRIF
DT	397972	45	24007	23308	TOSHIBA	fev/70	COBRE	TRIF
DT	397142	30	24345	11558	TRAFO	fev/73	COBRE	
DT	396027	500	24537	40216	ELETROTRAFO	fev/73	COBRE	SUBTERRÃNEO
DT	397142	30	24972	11657	NATIVA	fev/73	COBRE	
DT	397971	30	25246	37812	COEMSA	jan/74	COBRE	
DT	397971	30	25298	37823	COEMSA	mai/74	COBRE	TRIF
DT	397972	45	25329	37900	COENSA	mai/05	COBRE	
DT	395038	3000	25433	5214	WEG	fev/81	COBRE	TRIF 3,0MVA
DT	397972	45	25537	37869	COEMSA	fev/74	COBRE	TRIF
DT	397974	112,5	26018	17081	GORDON	set/05	COBRE	
DT	397969	100	26239	42967	COENSA	mai/05		
DT	397969	100	26240	42968	COEMSA	mai/05		
DT	397969	100	26241	42971	COENSA	mai/05		
DT	397969	100	26287	43013	COEMSA	jan/74	COBRE	MONOFÁSICO
DT	397973	75	26457	16305	NATIVA	out/74	COBRE	TRIF
DT	397142	30	27127	19834	GORDON	nov/97	COBRE	
DT	397974	112,5	27919	215859	UNIÃO 	fev/75	COBRE	TRIF
DT	397968	75	28292	43882	COEMSA	jan/75	COBRE	MONOFÁSICO
DT	397968	75	28297	43899	COEMSA	jan/75	COBRE	MONOFÁSICO
DT	397973	75	28349	54826	ASEA	fev/99	COBRE	TRIF
DT	397973	75	28367	54833	ASEA	jan/75	COBRE	
DT	397968	75	28411	43905	COEMSA	mar/69	COBRE	
DT	397968	75	28413	43914	COEMSA	mar/69	cOBRE	
DT	397968	75	28415	43918	COEMSA	mar/69	COBRE	
DT	397942	30	28476	43529	COEMSA	fev/88	COBRE	TRIF
DT	397971	30	28555	43609	COEMSA	set/94	COBRE	TRIF
DT	397972	45	28672	43794	COEMSA	jan/75	COBRE	TRIF
DT	397972	45	28735	43776	COEMSA	fev/75	COBRE	TRIF
DT	397969	100	28782	66399	SIEMENS	fev/70	COBRE	MONOFÁSICO
DT	397973	75	29121	44219	COEMSA	fev/75	COBRE	TRIF
DT	397974	112,5	29156	44335	COEMSA	jan/75	COBRE	
DT	397972	45	29649	45271	COEMSA	fev/76	COBRE	
DT	397969	100	29963	45608	COEMSA	mai/05	COBRE	
DT	397969	100	30284	770333457	TRAFO	fev/88	COBRE	PCB
DT	397971	30	30314	770433621	NETBRAS	dez/97	COBRE	TRIF
DT	397972	45	30652	184709	UNIÃO	jan/77	COBRE	TRIF
